Cancer_type	Description	TEAD1
k_SOFT_TISSUE	A204_k_SOFT_TISSUE	0.984637789
l_SMALL_INTESTINE	HUTU80_l_SMALL_INTESTINE	0.159189702
m_BREAST	EFM19_m_BREAST	0.961848008
m_BREAST	BT474_m_BREAST	0.316846625
m_BREAST	HCC1187_m_BREAST	0.66535861
m_BREAST	HCC1395_m_BREAST	-0.542806877
m_BREAST	HCC1954_m_BREAST	-0.286414185
m_BREAST	HCC2218_m_BREAST	1.483453477
m_BREAST	HCC70_m_BREAST	0.536562919
m_BREAST	MCF7_m_BREAST	0.205035056
m_BREAST	MDAMB453_m_BREAST	0.437209944
m_BREAST	ZR7530_m_BREAST	0.075351123
m_BREAST	BT20_m_BREAST	-0.292213362
m_BREAST	CAL120_m_BREAST	-1.606419841
m_BREAST	CAL51_m_BREAST	1.199380386
n_ENDOMETRIUM	EFE184_n_ENDOMETRIUM	-0.204666771
n_ENDOMETRIUM	HEC1A_n_ENDOMETRIUM	0.815946241
o_LARGE_INTESTINE	C2BBE1_o_LARGE_INTESTINE	-0.073559735
o_LARGE_INTESTINE	COLO205_o_LARGE_INTESTINE	1.676598862
o_LARGE_INTESTINE	HT55_o_LARGE_INTESTINE	-2.189906255
o_LARGE_INTESTINE	KM12_o_LARGE_INTESTINE	0.626769851
o_LARGE_INTESTINE	LOVO_o_LARGE_INTESTINE	1.598703317
o_LARGE_INTESTINE	NCIH716_o_LARGE_INTESTINE	0.534085965
o_LARGE_INTESTINE	RKO_o_LARGE_INTESTINE	-0.253376308
o_LARGE_INTESTINE	SW48_o_LARGE_INTESTINE	0.852392545
o_LARGE_INTESTINE	DLD1_o_LARGE_INTESTINE	-0.644694231
o_LARGE_INTESTINE	GP2D_o_LARGE_INTESTINE	1.544619622
o_LARGE_INTESTINE	HCT116_o_LARGE_INTESTINE	0.428704096
o_LARGE_INTESTINE	HT29_o_LARGE_INTESTINE	-0.361976598
o_LARGE_INTESTINE	LS411N_o_LARGE_INTESTINE	0.747882891
o_LARGE_INTESTINE	LS513_o_LARGE_INTESTINE	1.07156946
o_LARGE_INTESTINE	NCIH508_o_LARGE_INTESTINE	1.217800742
o_LARGE_INTESTINE	SKCO1_o_LARGE_INTESTINE	-1.44207113
o_LARGE_INTESTINE	SNUC1_o_LARGE_INTESTINE	2.112617552
o_LARGE_INTESTINE	SNUC2A_o_LARGE_INTESTINE	0.488868967
o_LARGE_INTESTINE	SW1417_o_LARGE_INTESTINE	-1.761150176
o_LARGE_INTESTINE	SW480_o_LARGE_INTESTINE	0.272036246
p_PROSTATE	22RV1_p_PROSTATE	1.133680382
p_PROSTATE	VCAP_p_PROSTATE	0.442849997
p_PROSTATE	NCIH660_p_PROSTATE	-0.496652239
q_BONE	TC71_q_BONE	0.404874145
q_BONE	A673_q_BONE	1.34549427
q_BONE	CADOES1_q_BONE	0.015747113
q_BONE	EW8_q_BONE	1.0115266
q_BONE	EWS502_q_BONE	0.908925776
q_BONE	SJSA1_q_BONE	-0.479774733
r_LIVER	HLF_r_LIVER	0.54144561
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.632168039
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L363_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.871416374
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LAMA84_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.60155129
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.444563641
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.553000972
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.000405961
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REH_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.68222308
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.227727392
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	697_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.491037037
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AML193_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.500269891
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.071362826
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HNT34_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.134604836
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN3_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.190461343
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.843293125
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.012635443
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS12BM_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.23028965
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MM1S_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.374584535
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.858258256
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.531033893
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.290404334
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.511911113
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM6_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.637539088
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.178792849
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.131282271
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM2_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.094865481
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB985_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.857162396
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RS411_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.989484745
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.056294964
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKMM2_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.600806377
s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKNO1_s_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.44342498
