Cancer_type	Description	TEAD2
g_CENTRAL_NERVOUS_SYSTEM£¨n=35)	T98G_CENTRAL_NERVOUS_SYSTEM	-0.276718578
g_CENTRAL_NERVOUS_SYSTEM£¨n=35)	U178_CENTRAL_NERVOUS_SYSTEM	0.528083815
g_CENTRAL_NERVOUS_SYSTEM£¨n=35)	U251MG_CENTRAL_NERVOUS_SYSTEM	0.769078869
g_CENTRAL_NERVOUS_SYSTEM£¨n=35)	U343_CENTRAL_NERVOUS_SYSTEM	0.660017362
g_CENTRAL_NERVOUS_SYSTEM£¨n=35)	U87MG_CENTRAL_NERVOUS_SYSTEM	0.507813369
g_CENTRAL_NERVOUS_SYSTEM£¨n=35)	YKG1_CENTRAL_NERVOUS_SYSTEM	-0.520674282
h_OVARY(n=29)	NIHOVCAR3_OVARY	0.944805643
h_OVARY(n=29)	CAOV3_OVARY	-0.23441176
h_OVARY(n=29)	CAOV4_OVARY	0.370115467
h_OVARY(n=29)	COLO704_OVARY	1.357966418
h_OVARY(n=29)	COV362_OVARY	-0.396317554
h_OVARY(n=29)	COV434_OVARY	0.374802655
h_OVARY(n=29)	COV504_OVARY	0.580920042
h_OVARY(n=29)	COV644_OVARY	0.249520838
h_OVARY(n=29)	EFO21_OVARY	-0.992443395
h_OVARY(n=29)	EFO27_OVARY	0.338065685
h_OVARY(n=29)	HEYA8_OVARY	-0.159326251
h_OVARY(n=29)	IGROV1_OVARY	-0.444993693
h_OVARY(n=29)	JHOC5_OVARY	0.273540001
h_OVARY(n=29)	JHOM1_OVARY	-1.783057845
h_OVARY(n=29)	OAW42_OVARY	-1.26694985
h_OVARY(n=29)	OELE_OVARY	0.589455559
h_OVARY(n=29)	OV7_OVARY	0.061046297
h_OVARY(n=29)	OV90_OVARY	1.490702023
h_OVARY(n=29)	OVCAR4_OVARY	-0.154991122
h_OVARY(n=29)	OVCAR8_OVARY	0.324391309
h_OVARY(n=29)	OVISE_OVARY	-0.415750355
h_OVARY(n=29)	RMGI_OVARY	1.735832071
h_OVARY(n=29)	RMUGS_OVARY	-1.026532388
h_OVARY(n=29)	SKOV3_OVARY	-0.842633411
h_OVARY(n=29)	SNU840_OVARY	-0.208032806
h_OVARY(n=29)	TOV112D_OVARY	-0.200149247
h_OVARY(n=29)	TOV21G_OVARY	0.969963412
h_OVARY(n=29)	TYKNU_OVARY	-0.649994373
h_OVARY(n=29)	KURAMOCHI_OVARY	-0.21949141
i_SMALL_INTESTINE(n=1)	HUTU80_SMALL_INTESTINE	0.097600774
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.617205189
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.170264292
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.198944182
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.117204967
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.582979023
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.439327428
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.201989388
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.687244137
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.26465288
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.22564781
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.158716419
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.573843192
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.030990699
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.013128113
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.659470491
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.504509784
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.800084789
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.098527384
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.272846755
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.342519891
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.262023747
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.842308269
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.213659836
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.349973527
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.332088269
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.453927198
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.532874417
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.067684188
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.374069184
j_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE(n=30)	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.165546536
k_OESOPHAGUS(n=10)	JHESOAD1_OESOPHAGUS	0.431321446
k_OESOPHAGUS(n=10)	KYSE150_OESOPHAGUS	0.615042187
k_OESOPHAGUS(n=10)	KYSE30_OESOPHAGUS	0.690767943
k_OESOPHAGUS(n=10)	KYSE450_OESOPHAGUS	0.502488062
k_OESOPHAGUS(n=10)	KYSE510_OESOPHAGUS	0.046957661
k_OESOPHAGUS(n=10)	OE33_OESOPHAGUS	0.716829054
k_OESOPHAGUS(n=10)	TE10_OESOPHAGUS	-0.020974718
k_OESOPHAGUS(n=10)	TE15_OESOPHAGUS	-0.807152147
k_OESOPHAGUS(n=10)	TE9_OESOPHAGUS	0.573567994
k_OESOPHAGUS(n=10)	TT_OESOPHAGUS	-0.751249728
l_PANCREAS(n=17)	ASPC1_PANCREAS	1.042454626
l_PANCREAS(n=17)	BXPC3_PANCREAS	-0.163844177
l_PANCREAS(n=17)	CFPAC1_PANCREAS	-0.077670222
l_PANCREAS(n=17)	HPAC_PANCREAS	-0.170926743
l_PANCREAS(n=17)	HPAFII_PANCREAS	-0.278545792
l_PANCREAS(n=17)	HS766T_PANCREAS	1.246391217
l_PANCREAS(n=17)	KP1NL_PANCREAS	-0.590735141
l_PANCREAS(n=17)	KP2_PANCREAS	0.798288598
l_PANCREAS(n=17)	KP4_PANCREAS	-0.133641837
l_PANCREAS(n=17)	L33_PANCREAS	-0.336834007
l_PANCREAS(n=17)	MIAPACA2_PANCREAS	0.641968621
l_PANCREAS(n=17)	PANC0327_PANCREAS	1.702463776
l_PANCREAS(n=17)	PANC0813_PANCREAS	1.149198924
l_PANCREAS(n=17)	PANC1005_PANCREAS	0.178914932
l_PANCREAS(n=17)	PSN1_PANCREAS	0.53954029
l_PANCREAS(n=17)	QGP1_PANCREAS	0.148709246
l_PANCREAS(n=17)	SU8686_PANCREAS	0.107030356
m_URINARY_TRACT(n=3)	HT1197_URINARY_TRACT	0.586975627
m_URINARY_TRACT(n=3)	RT112_URINARY_TRACT	0.334318945
m_URINARY_TRACT(n=3)	TCCSUP_URINARY_TRACT	0.328607665
n_SKIN(n=7)	A2058_SKIN	1.088832262
n_SKIN(n=7)	C32_SKIN	0.933190703
n_SKIN(n=7)	COLO741_SKIN	1.147189824
n_SKIN(n=7)	COLO783_SKIN	-0.419431245
n_SKIN(n=7)	HS944T_SKIN	-0.008068182
n_SKIN(n=7)	IGR39_SKIN	-0.441415607
n_SKIN(n=7)	SKMEL5_SKIN	1.233946998
o_BONE(n=6)	TC71_BONE	-0.643836136
o_BONE(n=6)	A673_BONE	1.348080146
o_BONE(n=6)	CADOES1_BONE	0.504349342
o_BONE(n=6)	EW8_BONE	0.695085431
o_BONE(n=6)	EWS502_BONE	0.555304063
o_BONE(n=6)	SJSA1_BONE	0.786737531
p_PLEURA(n=2)	NCIH2052_PLEURA	0.455029457
p_PLEURA(n=2)	NCIH2452_PLEURA	0.893811078
q_ENDOMETRIUM(n=2)	EFE184_ENDOMETRIUM	-0.447813215
q_ENDOMETRIUM(n=2)	HEC1A_ENDOMETRIUM	1.830805702
r_KIDNEY(n=10)	786O_KIDNEY	1.316978722
r_KIDNEY(n=10)	ACHN_KIDNEY	0.462163425
r_KIDNEY(n=10)	SKRC20_KIDNEY	0.057292714
r_KIDNEY(n=10)	SLR20_KIDNEY	0.952161949
r_KIDNEY(n=10)	SLR21_KIDNEY	0.162712415
r_KIDNEY(n=10)	SLR23_KIDNEY	0.807771407
r_KIDNEY(n=10)	SLR24_KIDNEY	0.931478156
r_KIDNEY(n=10)	SLR25_KIDNEY	0.569513905
r_KIDNEY(n=10)	SLR26_KIDNEY	1.76518521
r_KIDNEY(n=10)	UOK101_KIDNEY	0.592719148
s_LIVER(n=1)	HLF_LIVER	0.927466952
